urim	urim_datetime	tweet_datetime	tweet_delta	tweet_delta_insec	bio_datetime	bio_delta	bio_delta_insec	media_datetime	media_delta	media_delta_insec	ymlike_datetime	ymlike_delta	ymlike_delta_insec	whappen_datetime	whappen_delta	whappen_delta_insec
https://web.archive.org/web/20200503225014/https://twitter.com/realDonaldTrump?lang=hi	20200503225014	20200502043820	-2 days, 5:48:06	-151914	20200502043820	-2 days, 5:48:06	-151914	20200502043820	-2 days, 5:48:06	-151914	20200502043821	-2 days, 5:48:07	-151913	20200502043822	-2 days, 5:48:08	-151912
https://web.archive.org/web/20200503224313/https://twitter.com/realDonaldTrump?lang=es	20200503224313	20200502043820	-2 days, 5:55:07	-151493	20200502043820	-2 days, 5:55:07	-151493	20200502043820	-2 days, 5:55:07	-151493	20200502043821	-2 days, 5:55:08	-151492	20200502043822	-2 days, 5:55:09	-151491
https://web.archive.org/web/20200625214124/https://twitter.com/realDonaldTrump	20200625214124	20200624044031	-2 days, 6:59:07	-147653	20200624044031	-2 days, 6:59:07	-147653	20200624044031	-2 days, 6:59:07	-147653	20200624044032	-2 days, 6:59:08	-147652	20200624044032	-2 days, 6:59:08	-147652
https://web.archive.org/web/20200625212710/https://twitter.com/realdonaldtrump	20200625212710	20200624044031	-2 days, 7:13:21	-146799	20200624044031	-2 days, 7:13:21	-146799	20200624044031	-2 days, 7:13:21	-146799	20200624044032	-2 days, 7:13:22	-146798	20200624044032	-2 days, 7:13:22	-146798
https://web.archive.org/web/20200503212456/https://twitter.com/realDonaldTrump?lang=el	20200503212456	20200502043820	-2 days, 7:13:24	-146796	20200502043820	-2 days, 7:13:24	-146796	20200502043820	-2 days, 7:13:24	-146796	20200502043821	-2 days, 7:13:25	-146795	20200502043822	-2 days, 7:13:26	-146794
https://web.archive.org/web/20200503211458/https://twitter.com/realDonaldTrump?lang=ta	20200503211458	20200502043820	-2 days, 7:23:22	-146198	20200502043820	-2 days, 7:23:22	-146198	20200502043820	-2 days, 7:23:22	-146198	20200502043821	-2 days, 7:23:23	-146197	20200502043822	-2 days, 7:23:24	-146196
https://web.archive.org/web/20200701085323/https://twitter.com/realdonaldtrump	20200701085323	20200629174731	-2 days, 8:54:08	-140752	20200629174731	-2 days, 8:54:08	-140752	20200629174732	-2 days, 8:54:09	-140751	20200629174732	-2 days, 8:54:09	-140751	20200629174732	-2 days, 8:54:09	-140751
https://web.archive.org/web/20200701083319/https://twitter.com/realdonaldtrump	20200701083319	20200629174731	-2 days, 9:14:12	-139548	20200629174731	-2 days, 9:14:12	-139548	20200629174732	-2 days, 9:14:13	-139547	20200629174732	-2 days, 9:14:13	-139547	20200629174732	-2 days, 9:14:13	-139547
https://web.archive.org/web/20200701080822/https://twitter.com/realdonaldtrump	20200701080822	20200629174731	-2 days, 9:39:09	-138051	20200629174731	-2 days, 9:39:09	-138051	20200629174732	-2 days, 9:39:10	-138050	20200629174732	-2 days, 9:39:10	-138050	20200629174732	-2 days, 9:39:10	-138050
https://web.archive.org/web/20200701080440/https://twitter.com/realdonaldtrump	20200701080440	20200629174731	-2 days, 9:42:51	-137829	20200629174731	-2 days, 9:42:51	-137829	20200629174732	-2 days, 9:42:52	-137828	20200629174732	-2 days, 9:42:52	-137828	20200629174732	-2 days, 9:42:52	-137828
